Palavra;Documentos
stimulating;['00925 ', '00929 ', '01157 ']
stimulation;['00471 ', '00498 ', '00596 ', '00719 ', '01165 ', '01172 ', '01172 ', '01172 ', '01172 ', '01172 ']
stimulatory;['00442 ']
stimuli;['00056 ', '00060 ', '00925 ']
stimulus;['00592 ', '01146 ', '01146 ', '01185 ']
stock;['00276']
stomach;['00643 ']
stones;['00443 ', '00582 ', '00935 ']
stool;['00098 ', '00212', '00291', '00291', '00291', '00301', '00643 ', '00719 ', '00835 ', '00928 ', '01128 ']
stools;['00098 ', '00276', '00297', '00299', '00299', '00658 ', '00719 ', '00835 ', '00872 ', '00925 ', '00933 ']
stop;['00201', '00201']
stopped;['00201', '00201']
stops;['00201']
storage;['00118 ', '00165 ', '00280', '00534 ', '00739 ', '01088 ']
stored;['00018 ', '00121 ', '00280']
stores;['00165 ']
stories;['00270']
strabismus;['00296']
strain;['00213', '00213', '00718 ']
strains;['00104 ', '00281', '00451 ', '00451 ', '00451 ', '00451 ', '00451 ', '00451 ', '00451 ', '00451 ', '00451 ', '00451 ', '00495 ', '00495 ', '00495 ', '00495 ', '00556 ', '00718 ', '00923 ', '01033 ', '01157 ', '01171 ']
stream;['00173']
strength;['00030 ', '00030 ']
strengths;['00136 ']
streptococcus;['00384 ']
stress;['00239', '00280', '00927 ', '00954 ', '01041 ', '01117 ']
stresses;['00332', '00596 ']
stressing;['00838 ', '01103 ']
strict;['01180 ']
striking;['00278', '00325', '00769 ', '01079 ']
strikingly;['00872 ']
stringent;['00250']
strip;['00033 ', '00483 ', '00492 ', '00713 ']
strips;['00033 ', '00280', '00280']
strong;['00476 ', '00485 ', '01096 ', '01146 ']
strongly;['00163 ', '00163 ', '00268', '00330', '00547 ', '00605 ', '00762 ', '01160 ', '01172 ', '01175 ', '01179 ']
structural;['00370 ', '00370 ', '00500 ', '00516 ', '00516 ', '01004 ', '01223 ']
structurally;['00496 ', '01139 ']
structure;['00120 ', '00126 ', '00201', '00201', '00241', '00343', '00441 ', '00511 ', '01004 ']
structures;['00351', '00832 ', '01079 ', '01079 ']
studied;['00046 ', '00063 ', '00091 ', '00164 ', '00241', '00244', '00272', '00286', '00351', '00465 ', '00495 ', '00496 ', '00559 ', '00593 ', '00711 ', '00835 ', '01044 ', '01108 ', '01132 ', '01161 ', '01169 ', '01170 ', '01178 ', '01220 ']
studies;['00019 ', '00034 ', '00034 ', '00058 ', '00063 ', '00063 ', '00077 ', '00077 ', '00077 ', '00106 ', '00107 ', '00120 ', '00180', '00180', '00196', '00213', '00241', '00270', '00279', '00333', '00350', '00352', '00392 ', '00392 ', '00415 ', '00431 ', '00431 ', '00435 ', '00438 ', '00439 ', '00439 ', '00439 ', '00441 ', '00445 ', '00449 ', '00482 ', '00484 ', '00485 ', '00495 ', '00498 ', '00501 ', '00501 ', '00501 ', '00504 ', '00505 ', '00508 ', '00508 ', '00516 ', '00538 ', '00542 ', '00602 ', '00627 ', '00658 ', '00691 ', '00810 ', '00846 ', '00856 ', '00856 ', '00856 ', '00856 ', '00856 ', '00856 ', '00875 ', '00875 ', '00990 ', '01004 ', '01004 ', '01037 ', '01068 ', '01072 ', '01096 ', '01129 ', '01132 ', '01136 ', '01136 ', '01146 ', '01156 ', '01158 ', '01158 ', '01160 ', '01185 ', '01185 ', '01193 ', '01220 ', '01236 ']
study;['00030 ', '00063 ', '00072 ', '00072 ', '00077 ', '00077 ', '00083 ', '00106 ', '00112 ', '00112 ', '00112 ', '00115 ', '00126 ', '00130 ', '00162 ', '00163 ', '00163 ', '00163 ', '00163 ', '00164 ', '00196', '00196', '00201', '00201', '00215', '00238', '00238', '00242', '00244', '00264', '00268', '00270', '00272', '00279', '00281', '00283', '00284', '00285', '00289', '00297', '00350', '00431 ', '00435 ', '00435 ', '00438 ', '00439 ', '00446 ', '00446 ', '00471 ', '00471 ', '00483 ', '00487 ', '00495 ', '00496 ', '00504 ', '00516 ', '00542 ', '00559 ', '00559 ', '00592 ', '00704 ', '00755 ', '00769 ', '00781 ', '00810 ', '00843 ', '00843 ', '00860 ', '00897 ', '00903 ', '00903 ', '00936 ', '01039 ', '01041 ', '01044 ', '01066 ', '01066 ', '01108 ', '01129 ', '01138 ', '01146 ', '01153 ', '01153 ', '01160 ', '01165 ', '01168 ', '01169 ', '01170 ', '01171 ', '01171 ', '01172 ', '01175 ', '01176 ', '01180 ', '01185 ', '01185 ', '01206 ', '01218 ', '01223 ', '01224 ', '01224 ']
studying;['00056 ', '00072 ', '00270', '01099 ', '01117 ']
stunted;['00180']
stunting;['00643 ']
sub;['00620 ']
subcellular;['00165 ']
subclinical;['00508 ', '00919 ']
subject;['00038 ', '00241', '00436 ', '00517 ', '01033 ', '01099 ', '01111 ']
subjective;['00556 ']
subjectively;['01138 ']
subjects;['00019 ', '00077 ', '00107 ', '00107 ', '00147 ', '00147 ', '00147 ', '00147 ', '00196', '00196', '00196', '00201', '00268', '00279', '00279', '00290', '00293', '00437 ', '00497 ', '00501 ', '00529 ', '00529 ', '00529 ', '00529 ', '00590 ', '00755 ', '00755 ', '00755 ', '00769 ', '00769 ', '01108 ', '01108 ', '01137 ', '01161 ', '01165 ', '01165 ', '01185 ', '01185 ', '01206 ', '01206 ', '01206 ', '01238 ']
submitted;['00037 ']
submucosal;['00498 ']
subnormal;['00290']
subpleural;['00363 ']
subsequent;['00111 ', '00180', '00272', '00322', '00333', '00534 ', '00726 ', '00910 ', '01171 ', '01171 ', '01185 ']
subsequently;['00484 ', '00713 ', '01136 ', '01173 ']
substance;['00104 ', '00270', '00484 ', '00501 ', '00726 ', '00726 ', '00919 ', '01175 ', '01175 ', '01175 ', '01238 ']
substances;['00201', '00726 ', '00925 ', '00925 ', '01175 ', '01178 ']
substantial;['00617 ', '00902 ', '01138 ', '01183 ']
substantially;['00071 ', '00328', '00360 ', '00360 ', '01140 ']
substantiate;['00290']
substitutes;['00153 ']
substitution;['00091 ']
substitutive;['00936 ']
substrate;['00197', '00919 ', '01103 ']
subtle;['00219', '00822 ']
subtract;['01103 ']
success;['00315', '00315']
successful;['00146 ', '00289', '00315', '00450 ', '00450 ', '01146 ']
successfully;['00136 ', '00542 ', '00596 ']
succumbed;['01173 ']
such;['00012 ', '00014 ', '00037 ', '00058 ', '00072 ', '00077 ', '00083 ', '00088 ', '00090 ', '00090 ', '00090 ', '00104 ', '00111 ', '00118 ', '00135 ', '00136 ', '00163 ', '00206', '00237', '00238', '00264', '00281', '00281', '00285', '00326', '00328', '00343', '00389 ', '00395 ', '00397 ', '00397 ', '00431 ', '00436 ', '00437 ', '00450 ', '00476 ', '00476 ', '00484 ', '00484 ', '00487 ', '00489 ', '00495 ', '00495 ', '00503 ', '00525 ', '00607 ', '00693 ', '00694 ', '00714 ', '00767 ', '00777 ', '00801 ', '00801 ', '00911 ', '00911 ', '00925 ', '00935 ', '00985 ', '01031 ', '01065 ', '01111 ', '01156 ', '01158 ', '01172 ', '01175 ', '01178 ', '01183 ', '01238 ']
sucrase;['00755 ', '00755 ']
sudden;['00517 ']
suffer;['00331']
suffered;['00262', '00435 ']
sufferers;['00325']
suffering;['00037 ', '00126 ', '00162 ', '00239', '00276', '00332', '00333', '00620 ', '01036 ', '01151 ', '01155 ', '01171 ']
suffers;['00452 ']
sufficient;['00098 ', '00098 ', '00268', '00693 ', '00739 ']
sufficiently;['00033 ']
sugar;['00299', '00430 ', '00456 ', '00933 ', '01088 ']
suggest;['00071 ', '00077 ', '00083 ', '00090 ', '00094 ', '00095 ', '00098 ', '00098 ', '00104 ', '00105 ', '00106 ', '00107 ', '00118 ', '00125 ', '00126 ', '00147 ', '00206', '00216', '00220', '00281', '00281', '00286', '00289', '00415 ', '00441 ', '00468 ', '00496 ', '00502 ', '00508 ', '00538 ', '00542 ', '00644 ', '00658 ', '00670 ', '00693 ', '00714 ', '00767 ', '00798 ', '00798 ', '00818 ', '00818 ', '00832 ', '00856 ', '00860 ', '00925 ', '00925 ', '00925 ', '00925 ', '00926 ', '01044 ', '01066 ', '01103 ', '01135 ', '01136 ', '01139 ', '01169 ', '01180 ', '01185 ', '01185 ', '01238 ']
suggested;['00033 ', '00034 ', '00034 ', '00039 ', '00098 ', '00104 ', '00110 ', '00116 ', '00163 ', '00165 ', '00173', '00268', '00281', '00343', '00439 ', '00439 ', '00441 ', '00441 ', '00494 ', '00501 ', '00501 ', '00570 ', '00615 ', '00739 ', '00798 ', '00856 ', '00928 ', '00966 ', '01160 ']
suggesting;['00798 ', '00860 ', '00926 ', '01099 ', '01206 ']
suggestion;['00538 ', '00818 ', '00985 ', '01135 ']
suggestions;['00739 ', '00911 ', '00926 ']
suggestive;['00102 ', '00163 ', '00713 ', '00762 ', '00985 ']
suggests;['00091 ', '00142 ', '00163 ', '00268', '00297', '00350', '00370 ', '00468 ', '00505 ', '00525 ', '00538 ', '00605 ', '00716 ', '00781 ', '00798 ', '00922 ', '01105 ', '01170 ']
suitable;['00112 ', '00359 ', '00435 ', '00628 ', '00716 ', '00925 ', '00930 ', '01041 ', '01100 ', '01185 ']
sulfated;['00875 ']
sulphate;['00222', '01175 ', '01175 ', '01175 ', '01175 ']
sulphated;['01175 ', '01175 ']
summarize;['00215', '00373 ', '00443 ']
summarized;['00165 ']
summarizes;['00438 ', '00465 ']
summary;['01234 ']
super;['00452 ']
supernatant;['01130 ']
supervise;['00315']
supervised;['00879 ']
supplants;['00922 ']
supplement;['00185', '00185', '00212', '00220', '00395 ']
supplemental;['00129 ']
supplementation;['00185', '00185', '00185', '00291', '00395 ', '00510 ', '01158 ']
supplements;['00185', '00810 ', '00810 ', '00830 ']
supply;['00115 ', '00220']
supplying;['00129 ', '00197', '01088 ']
support;['00118 ', '00154 ', '00169', '00239', '00330', '00359 ', '00377 ', '00465 ', '00489 ', '00510 ', '00525 ', '00615 ', '00689 ', '00811 ', '00845 ', '01037 ', '01040 ', '01131 ', '01160 ', '01181 ', '01210 ', '01219 ']
supported;['01099 ', '01151 ']
supporting;['00279', '00811 ', '00937 ']
supports;['00216', '00697 ', '00711 ', '00936 ', '00944 ', '01135 ', '01169 ', '01171 ', '01171 ']
suppose;['00476 ', '01172 ', '01173 ']
supposed;['00534 ']
suppositories;['00713 ', '00713 ', '00713 ']
suppresant;['00925 ']
suppressed;['01088 ']
suppression;['01091 ']
supranormal;['01135 ']
surely;['00120 ']
surface;['00173', '00925 ']
surfaces;['00363 ', '00430 ', '01169 ']
surgeons;['00944 ', '00944 ']
surgery;['00037 ', '00037 ', '00649 ', '00732 ']
surgical;['00037 ', '00286', '00450 ', '00559 ', '00732 ', '00732 ', '00732 ', '01193 ', '01220 ']
surgically;['00582 ']
surprising;['00397 ', '00925 ']
surprisingly;['00278', '00902 ']
surrounded;['01166 ']
surrounding;['00241']
surrounds;['00824 ']
surveillance;['00111 ']
survey;['00322', '00590 ', '00714 ', '01163 ']
surveys;['00120 ']
survival;['00213', '00213', '00332', '00438 ', '00732 ', '00824 ', '00910 ', '00942 ', '01093 ', '01195 ']
survive;['00392 ', '00607 ', '00617 ']
survived;['00037 ', '00185', '00910 ']
surviving;['00559 ', '00617 ']
susceptibility;['00398 ', '00452 ', '00643 ', '00903 ']
susceptible;['00110 ', '00278', '00282', '00432 ', '00922 ', '00922 ', '00922 ']
suspect;['00058 ', '00643 ', '01238 ']
suspected;['00034 ', '00094 ', '00111 ', '00197', '00997 ', '01175 ', '01177 ']
suspecting;['01186 ']
suspicion;['00559 ', '00649 ', '00811 ', '01186 ']
swab;['00326']
sweat;['00038 ', '00083 ', '00088 ', '00091 ', '00091 ', '00091 ', '00091 ', '00091 ', '00094 ', '00094 ', '00095 ', '00096 ', '00096 ', '00103 ', '00119 ', '00125 ', '00126 ', '00147 ', '00147 ', '00147 ', '00169', '00189', '00189', '00219', '00268', '00268', '00268', '00276', '00276', '00281', '00297', '00297', '00300', '00301', '00301', '00322', '00325', '00331', '00332', '00370 ', '00370 ', '00392 ', '00398 ', '00406 ', '00430 ', '00434 ', '00436 ', '00444 ', '00465 ', '00470 ', '00471 ', '00471 ', '00471 ', '00471 ', '00471 ', '00471 ', '00484 ', '00491 ', '00494 ', '00494 ', '00505 ', '00505 ', '00505 ', '00559 ', '00627 ', '00714 ', '00714 ', '00716 ', '00716 ', '00716 ', '00716 ', '00719 ', '00719 ', '00773 ', '00773 ', '00773 ', '00781 ', '00797 ', '00797 ', '00798 ', '00798 ', '00808 ', '00811 ', '00811 ', '00811 ', '00811 ', '00811 ', '00818 ', '00818 ', '00818 ', '00818 ', '00818 ', '00818 ', '00818 ', '00822 ', '00830 ', '00846 ', '00846 ', '00846 ', '00846 ', '00846 ', '00875 ', '00875 ', '00882 ', '00915 ', '00926 ', '00927 ', '00927 ', '00927 ', '00929 ', '00929 ', '01066 ', '01105 ', '01105 ', '01105 ', '01105 ', '01105 ', '01109 ', '01109 ', '01109 ', '01113 ', '01113 ', '01113 ', '01122 ', '01122 ', '01128 ', '01156 ', '01159 ', '01159 ', '01167 ', '01172 ', '01177 ', '01183 ', '01183 ', '01183 ', '01183 ', '01183 ', '01184 ', '01186 ', '01186 ', '01186 ', '01186 ', '01186 ', '01219 ', '01223 ', '01234 ', '01234 ']
sweating;['00038 ', '00147 ', '00773 ']
sweats;['00331']
sweetbread;['00693 ']
sympathomimetics;['00056 ']
symposia;['00203']
symptom;['00056 ', '00098 ', '00098 ', '00098 ', '00098 ', '00649 ', '01177 ']
symptomatic;['00238', '00268', '00297', '00359 ', '00510 ', '00693 ']
symptomatology;['01066 ', '01151 ']
symptoms;['00058 ', '00058 ', '00095 ', '00095 ', '00095 ', '00135 ', '00208', '00220', '00242', '00244', '00244', '00244', '00287', '00297', '00297', '00333', '00333', '00370 ', '00470 ', '00477 ', '00485 ', '00505 ', '00517 ', '00559 ', '00559 ', '00596 ', '00711 ', '00756 ', '00762 ', '00762 ', '00810 ', '00822 ', '00837 ', '00925 ', '00962 ', '01022 ', '01028 ', '01036 ', '01036 ', '01080 ', '01106 ', '01189 ', '01238 ']
syncrony;['00434 ']
syndrome;['00012 ', '00012 ', '00014 ', '00016 ', '00056 ', '00272', '00299', '00360 ', '00370 ', '00370 ', '00545 ', '00545 ', '00643 ', '00649 ', '00694 ', '00768 ', '00791 ', '00798 ', '00836 ', '00836 ', '00836 ', '00991 ', '01079 ', '01105 ', '01113 ', '01113 ', '01158 ']
syndromes;['00072 ', '00215', '00423 ', '00423 ', '00601 ', '00719 ', '01031 ']
synonyms;['00301']
synthesis;['00098 ', '00098 ', '00098 ', '00197', '00208', '00208', '00286', '00286', '00500 ', '00516 ', '00570 ', '00592 ', '00592 ', '00689 ', '00860 ', '00919 ', '01013 ']
synthesize;['01157 ']
synthesized;['00444 ', '00444 ', '00495 ', '00495 ']
synthetic;['01068 ']
syphilis;['00398 ']
syrup;['01088 ']
system;['00038 ', '00067 ', '00102 ', '00106 ', '00133 ', '00135 ', '00180', '00180', '00244', '00268', '00278', '00286', '00297', '00325', '00333', '00360 ', '00392 ', '00432 ', '00484 ', '00484 ', '00484 ', '00484 ', '00484 ', '00498 ', '00505 ', '00505 ', '00505 ', '00511 ', '00781 ', '00860 ', '00891 ', '00915 ', '01013 ', '01152 ', '01156 ', '01157 ', '01185 ']
systematic;['00163 ', '00818 ']
systemic;['00060 ', '00432 ', '01091 ']
systems;['00244', '00268', '00268', '00297', '00370 ', '00398 ', '00415 ', '00432 ', '00432 ', '00442 ', '00494 ', '00570 ', '00915 ']
t;['00107 ', '00107 ', '00129 ', '00689 ']
tables;['00377 ']
tachypnea;['00985 ']
take;['00185', '00487 ', '00658 ']
taken;['00327', '00373 ', '00620 ', '01001 ']
takes;['01171 ', '01173 ']
taking;['00544 ', '00756 ']
tantalising;['00325']
tantalizingly;['00333']
tap;['00105 ', '00109 ', '00116 ', '00116 ']
target;['00017 ', '00322', '00397 ']
task;['00937 ', '01123 ']
tasks;['00136 ', '00511 ']
taste;['00268', '00268', '00268', '00268', '00268', '00268', '00268', '00268', '00268', '00449 ', '00449 ', '00449 ']
taxes;['00136 ']
taxonomy;['00203']
teach;['00129 ', '00736 ']
teaching;['00628 ', '01040 ', '01070 ']
team;['00153 ', '00730 ', '00730 ', '00937 ', '01093 ']
tear;['00505 ']
technical;['00120 ', '00502 ', '00529 ', '01127 ', '01182 ']
technically;['00504 ', '00930 ']
technician;['01123 ']
technics;['00360 ']
technique;['00067 ', '00077 ', '00077 ', '00083 ', '00125 ', '00173', '00216', '00217', '00277', '00289', '00289', '00289', '00293', '00491 ', '00502 ', '00658 ', '00740 ', '00740 ', '00927 ', '00929 ', '00954 ', '01041 ', '01131 ', '01146 ', '01220 ', '01220 ', '01220 ']
techniques;['00014 ', '00014 ', '00014 ', '00014 ', '00067 ', '00112 ', '00333', '00435 ', '00439 ', '00529 ', '00529 ', '00534 ', '00545 ', '00739 ', '00843 ', '00843 ', '00879 ', '01004 ', '01041 ', '01041 ', '01138 ', '01193 ']
technologist;['01123 ']
tedious;['00083 ', '00846 ']
teenage;['00836 ']
teenager;['00136 ']
teens;['00942 ']
telangiectasia;['00016 ']
telangiectasis;['00016 ']
tells;['01188 ']
temperate;['00104 ']
temperature;['00280']
temperatures;['00773 ']
temporal;['00091 ']
temporary;['00648 ', '00811 ']
tempting;['00091 ', '00484 ']
ten;['00711 ', '00898 ', '00902 ', '00927 ']
tend;['00216', '00291', '00331', '00333', '00559 ', '01129 ']
tended;['00272', '01039 ']
tendency;['00279', '00331', '00617 ']
tends;['00133 ', '00923 ']
tenet;['00431 ', '00442 ']
tent;['00326', '00438 ', '00438 ']
tents;['00090 ']
terbutaline;['01164']
term;['00096 ', '00106 ', '00121 ', '00121 ', '00185', '00189', '00327', '00359 ', '00359 ', '00444 ', '00444 ', '00450 ', '00693 ', '00714 ', '00902 ', '00923 ', '01037 ', '01037 ', '01066 ']
terminal;['00063 ', '00110 ', '00201', '00327', '00511 ', '00511 ', '00582 ', '00903 ', '01022 ', '01036 ']
terminology;['00299']
terms;['00165 ', '00272', '00442 ', '00507 ', '01031 ']
test;['00033 ', '00060 ', '00067 ', '00071 ', '00077 ', '00077 ', '00077 ', '00077 ', '00077 ', '00094 ', '00094 ', '00095 ', '00104 ', '00107 ', '00109 ', '00111 ', '00111 ', '00111 ', '00111 ', '00116 ', '00135 ', '00268', '00276', '00280', '00280', '00285', '00291', '00294', '00301', '00301', '00331', '00465 ', '00470 ', '00476 ', '00476 ', '00482 ', '00482 ', '00482 ', '00482 ', '00482 ', '00483 ', '00483 ', '00483 ', '00483 ', '00483 ', '00484 ', '00484 ', '00484 ', '00485 ', '00491 ', '00492 ', '00492 ', '00505 ', '00505 ', '00510 ', '00627 ', '00627 ', '00627 ', '00627 ', '00643 ', '00643 ', '00658 ', '00689 ', '00697 ', '00697 ', '00697 ', '00697 ', '00713 ', '00713 ', '00713 ', '00713 ', '00714 ', '00716 ', '00718 ', '00719 ', '00719 ', '00719 ', '00726 ', '00777 ', '00797 ', '00797 ', '00811 ', '00811 ', '00811 ', '00811 ', '00811 ', '00822 ', '00846 ', '00846 ', '00882 ', '00929 ', '00929 ', '00930 ', '00930 ', '00930 ', '00930 ', '00954 ', '00966 ', '01068 ', '01068 ', '01100 ', '01100 ', '01105 ', '01105 ', '01105 ', '01105 ', '01113 ', '01113 ', '01117 ', '01117 ', '01122 ', '01122 ', '01123 ', '01123 ', '01123 ', '01128 ', '01128 ', '01135 ', '01146 ', '01174 ', '01176 ', '01176 ', '01176 ', '01176 ', '01176 ', '01176 ', '01177 ', '01182 ', '01182 ', '01182 ', '01183 ', '01183 ', '01186 ', '01186 ', '01206 ', '01226 ', '01226 ', '01234 ']
tested;['00019 ', '00201', '00277', '00279', '00284', '00289', '00289', '00291', '00291', '00293', '00435 ', '00714 ', '00740 ', '00860 ', '00930 ']
testing;['00247', '00247', '00268', '00370 ', '00370 ', '00392 ', '00465 ', '00482 ', '01186 ']
testis;['00215']
testosterone;['00215']
tests;['00088 ', '00090 ', '00098 ', '00111 ', '00111 ', '00129 ', '00242', '00242', '00242', '00268', '00465 ', '00482 ', '00482 ', '00482 ', '00482 ', '00483 ', '00485 ', '00491 ', '00627 ', '00643 ', '00713 ', '00719 ', '00719 ', '00719 ', '00791 ', '00798 ', '00798 ', '00811 ', '00818 ', '00835 ', '00846 ', '00846 ', '01039 ', '01080 ', '01113 ', '01122 ', '01128 ', '01134 ', '01134 ', '01134 ', '01134 ', '01151 ', '01151 ', '01162 ', '01169 ', '01169 ', '01174 ', '01186 ', '01234 ', '01234 ']
tetracycline;['00838 ']
tetrazolium;['00111 ']
th;['00930 ', '00930 ', '01031 ']
than;['00018 ', '00018 ', '00018 ', '00018 ', '00019 ', '00071 ', '00077 ', '00104 ', '00104 ', '00106 ', '00107 ', '00107 ', '00107 ', '00107 ', '00110 ', '00115 ', '00118 ', '00118 ', '00118 ', '00118 ', '00119 ', '00120 ', '00120 ', '00125 ', '00126 ', '00185', '00185', '00238', '00242', '00242', '00244', '00244', '00244', '00244', '00244', '00244', '00268', '00278', '00279', '00281', '00281', '00285', '00287', '00287', '00293', '00299', '00315', '00322', '00322', '00332', '00343', '00352', '00406 ', '00432 ', '00434 ', '00437 ', '00438 ', '00442 ', '00451 ', '00451 ', '00451 ', '00451 ', '00451 ', '00470 ', '00485 ', '00495 ', '00495 ', '00505 ', '00508 ', '00525 ', '00529 ', '00592 ', '00593 ', '00593 ', '00596 ', '00607 ', '00643 ', '00692 ', '00711 ', '00714 ', '00714 ', '00716 ', '00740 ', '00755 ', '00768 ', '00791 ', '00808 ', '00810 ', '00811 ', '00835 ', '00835 ', '00898 ', '00923 ', '00927 ', '00927 ', '00928 ', '00929 ', '00930 ', '00936 ', '01001 ', '01001 ', '01065 ', '01096 ', '01103 ', '01105 ', '01111 ', '01129 ', '01129 ', '01129 ', '01134 ', '01140 ', '01140 ', '01140 ', '01153 ', '01155 ', '01155 ', '01157 ', '01159 ', '01161 ', '01162 ', '01169 ', '01170 ', '01174 ', '01178 ', '01180 ', '01183 ', '01185 ', '01185 ', '01186 ', '01186 ', '01206 ', '01206 ', '01219 ', '01238 ']
